R0000100,R0003300,R0005700,R0060300,R1051600,R1302000,R1302100,R1303400,R6235600,R6502300,R6513700,R6516200,R6520300,R6553600,R7289200,R7289400,R7293430,R7312300,R7329900,R7330000,R7337600,R7344600,R7344700,R7347500,R7347600,R7347700,R7477700,R7477800,R7610300
1728,6,-4,-4,17,1,-4,1,17,-4,49,1,8,-4,0,0,563,7500,3,68000,1,1,1,8000,0,2000,4,2,0
1749,6,-4,103,-4,0,-4,-4,12,-4,50,1,8,-4,0,-4,373,20000,1,35000,-4,1,1,10000,0,0,4,1,0
1776,6,-4,99,-4,0,-4,-4,18,-4,53,1,8,-4,0,-4,437,40000,3,80000,1,1,1,0,0,0,4,0,0
1812,6,-4,92,-4,-5,-5,-5,-5,-4,53,4,-4,-4,1,-4,462,-4,7,30000,-4,2,0,0,10000,0,4,1,0
1814,1,19,138,-4,1,-4,-4,13,-4,57,4,-4,-4,1,1,578,21897,3,22000,-4,3,0,10000,0,0,4,0,1
1818,6,18,97,-4,0,-4,1,12,-4,56,1,8,-4,0,1,554,21000,2,50000,-4,1,0,5000,5000,0,4,0,0
1822,1,19,-4,-4,0,-4,-4,14,-4,59,4,-4,-4,0,-4,373,-4,3,19000,-4,1,0,0,0,10000,4,0,0
1847,1,17,-4,-4,0,-4,-4,11,-4,55,4,-4,-4,0,-4,642,-4,7,30000,-4,4,0,0,0,0,4,0,0
1866,6,-4,97,-4,0,-4,1,15,-4,52,4,-4,-4,0,0,605,67600,2,-2,-4,2,0,0,0,0,4,2,0
1873,1,18,107,-4,0,-4,1,12,-4,58,1,4,-4,0,-4,413,25000,3,50000,-4,1,0,0,5000,5000,4,2,0
1881,6,-4,92,-4,1,17,-4,12,-4,52,1,6,-4,0,-4,375,19000,2,-2,-4,1,0,0,0,10000,4,2,0
1891,1,18,105,-4,1,-4,1,12,-4,55,1,5,-4,0,1,426,-4,1,50000,-4,1,0,0,0,0,4,0,0
1897,1,18,91,-4,1,-4,2,12,-4,58,1,1,-4,1,-4,532,-4,5,44000,-4,2,0,0,0,0,4,0,1
2001,6,19,102,17,0,-4,-4,18,-4,55,1,-4,-4,0,1,480,50000,3,-2,1,1,1,-2,-2,-2,4,0,0
2005,6,-4,100,-4,1,10,-4,11,-4,51,1,4,-4,0,1,373,28000,2,50000,-4,1,1,0,5000,5000,4,0,0
2019,6,18,94,-4,1,27,1,12,-4,54,1,4,-4,1,1,636,-4,6,-2,-4,2,0,-2,-2,-2,4,1,0
2027,6,17,110,13,0,-4,-4,13,-4,53,4,-4,-4,0,-4,373,42000,2,27000,-4,1,0,10000,0,0,4,0,0
2033,6,-4,-4,-4,0,-4,-4,18,-4,50,1,6,-4,0,-4,373,100,2,10000,1,2,1,5000,3000,2000,4,0,0
2055,6,22,115,-4,1,10,4,16,-4,59,3,-4,-4,0,1,416,6000,2,18000,-4,1,1,0,0,10000,4,0,0
2058,6,-4,120,-4,0,-4,1,16,-4,54,1,5,-4,0,1,539,28500,2,70000,-4,2,0,3000,3000,4000,4,2,0
2072,6,16,-4,-4,0,-4,-4,8,-4,53,1,4,-4,0,-4,515,-4,5,20000,-4,2,0,-2,-2,-2,4,0,0
2073,6,-4,-4,-4,0,-4,-4,9,-4,50,4,-4,-4,0,-4,558,29000,4,15000,-4,2,0,-2,-2,-2,4,0,0
2074,6,-4,-4,-4,0,-4,-4,-5,-4,50,1,4,-4,0,1,416,25000,4,-2,-4,1,0,3300,3300,3400,4,0,0
2075,6,-4,-4,-4,-5,-5,-5,-5,-4,53,1,5,-4,0,1,510,13000,4,24160,-4,2,0,0,5000,5000,4,0,1
2104,1,18,101,-4,0,-4,-4,12,-4,59,1,4,-4,0,1,460,-4,5,-2,-4,2,0,-2,-2,-2,4,0,0
2109,6,-4,-4,-4,1,-4,3,12,-4,52,4,-4,-4,1,0,424,17000,2,12000,-4,1,0,-2,-2,-2,4,1,0
2119,6,-4,104,-4,0,-4,4,12,-4,52,1,4,-4,0,1,373,45000,3,70000,-4,1,0,0,0,10000,4,0,0
2138,6,-4,-4,-4,0,-4,1,14,-4,50,1,8,-4,0,1,373,-1,3,-2,-4,1,0,-2,-2,-2,4,1,0
2145,6,-4,110,-4,0,-4,5,18,-4,56,1,10,-4,0,1,373,-4,2,-1,-4,1,1,6000,4000,0,4,2,0
2147,4,15,-4,-4,1,-4,4,8,-4,58,3,-4,-4,1,1,373,1732,2,25000,-4,1,1,9000,0,1000,4,0,0
2153,6,-4,-4,-4,1,12,2,11,-4,50,1,2,-4,1,1,456,25000,4,60000,-4,2,0,10000,0,0,4,1,0
2181,6,-4,114,-4,0,-4,4,12,-4,50,1,4,-4,0,-4,540,20000,3,35000,-4,1,1,0,10000,0,4,0,0
2185,6,18,106,-4,0,-4,1,12,-4,55,1,4,-4,0,1,373,17000,3,40000,-4,1,1,10000,0,0,4,0,0
2208,6,-4,-4,-4,0,-4,-4,13,-4,50,1,6,-4,0,-4,373,-1,1,35000,-4,1,1,5000,0,5000,4,1,0
2252,6,18,122,-4,0,-4,-4,16,-4,53,1,8,-4,0,0,566,60000,2,90000,-4,2,1,4000,6000,0,4,1,0
2258,1,18,80,-4,0,-4,-4,14,-4,58,1,5,-4,0,-4,527,12000,5,20000,-4,2,0,-2,-2,-2,4,0,0
2263,1,18,102,-4,0,-4,6,12,-4,55,4,-4,-4,0,1,548,50000,5,30000,-4,2,1,5000,2500,2500,4,0,1
2273,1,14,-4,-4,0,-4,-4,12,-4,57,1,4,-4,0,1,406,6000,2,30000,-4,1,0,0,5000,5000,4,1,1
2276,6,-4,-4,-4,0,-4,-1,14,-4,50,1,7,-4,0,-4,396,-4,3,500,-4,2,0,0,0,10000,4,1,0
2300,1,19,95,-4,0,-4,-4,12,-4,58,4,-4,-4,0,-4,480,8040,4,-2,-4,2,0,7500,2500,0,4,1,1
2321,6,-4,93,-5,-5,-5,-5,14,-4,51,1,4,-4,0,-4,429,26000,2,45000,-4,1,0,1000,-2,1000,4,0,1
2326,1,19,999,-4,0,-4,-4,18,-4,56,4,-4,-4,0,-4,460,38000,6,42000,1,2,1,0,0,10000,4,0,1
2335,6,-4,74,-4,0,-4,-4,12,-4,51,6,-4,-4,1,-4,422,30000,3,40000,-4,1,0,7500,2500,0,4,1,0
2336,6,15,-4,-4,0,-4,-4,12,-4,60,4,-4,-4,0,-4,541,24000,3,24000,-4,2,0,2500,0,7500,4,0,1
2337,6,-4,98,-4,0,-4,1,12,-4,53,1,4,-4,0,1,574,21000,3,-2,-4,2,0,5000,0,5000,4,0,0
2338,1,17,94,-4,1,-4,-4,12,-4,57,4,-4,-4,1,1,471,-4,5,14000,-4,1,0,0,0,10000,4,0,1
2340,1,18,91,-4,1,6,1,12,-4,56,4,-4,-4,0,-4,530,-4,4,6000,-4,2,0,8000,2000,0,4,1,1
2342,1,14,92,-4,1,-4,-4,9,-4,58,4,-4,-4,1,1,642,16640,5,16640,-4,2,1,0,0,10000,4,0,0
2365,6,-4,114,-4,0,-4,2,16,-4,55,1,8,-4,0,1,416,28000,4,75000,-4,2,0,3300,3300,3400,4,2,0
2413,1,21,96,-5,-5,-5,-5,13,-4,59,1,3,-4,1,1,509,-4,3,40000,-4,2,0,0,0,10000,4,0,0
2415,6,-4,-4,-4,1,20,5,12,-4,50,4,-4,-4,1,1,373,32000,3,-2,-4,1,0,10000,0,0,4,2,1
2445,6,17,96,-4,0,-4,1,12,-4,53,4,-4,-4,0,1,373,24000,4,40000,-4,2,0,0,0,10000,4,0,1
2472,1,19,80,-4,0,-4,-4,13,-4,58,1,4,-4,0,-4,569,7500,2,75000,-4,2,1,3000,2500,2500,4,0,1
2476,1,17,99,-4,0,-4,-4,12,-4,54,1,4,-4,0,-4,373,42000,2,20000,-4,1,0,0,0,10000,4,0,1
2479,6,-4,-4,-4,-5,-5,-5,15,-4,52,3,-4,-4,0,-4,406,38000,3,30000,-4,2,0,10000,0,0,4,1,1
2486,1,-4,-4,-4,1,-4,-4,11,-4,58,1,4,-4,0,-4,373,42000,2,50000,-4,1,0,0,0,10000,4,0,1
2488,1,20,127,-4,0,-4,2,12,-4,60,1,4,-4,0,0,498,-4,3,30000,-4,1,0,8000,0,2000,4,0,1
2520,1,19,110,-4,0,-4,1,14,-4,60,1,10,-4,0,0,476,16000,3,-2,-4,2,0,10000,0,0,4,0,1
2528,6,18,90,15,1,5,-4,-5,-4,56,4,-4,-4,0,1,509,-4,3,100000,1,1,1,0,0,10000,4,0,1
2573,1,18,98,-4,1,20,3,13,-4,54,4,-4,-4,1,0,551,40000,3,25000,-4,2,0,5000,5000,0,4,0,1
2586,6,18,-4,-4,1,-4,1,17,-4,55,1,6,-4,1,-4,456,30000,3,36000,-4,2,0,0,5000,5000,4,0,1
2597,6,-4,99,12,0,-4,-4,14,-4,52,1,8,-4,0,0,648,45000,2,100000,-4,1,0,10000,0,0,4,0,1
2605,1,17,91,-4,1,20,2,14,-4,59,3,-4,-4,1,0,565,-4,4,9000,-4,2,0,0,0,10000,4,0,1
2627,1,18,100,-4,0,-4,5,13,-4,60,4,-4,-4,0,-4,448,26000,3,23000,0,1,0,2000,7000,1000,4,0,1
2659,6,-4,-4,-4,1,15,1,-5,-4,50,1,4,-4,1,1,373,30000,2,-2,-4,1,1,-2,-2,-2,4,0,1
2661,6,-4,-4,-4,-5,-5,-5,12,-4,50,1,5,-4,0,0,444,-4,3,44000,-4,2,0,0,5000,5000,4,2,0
2684,6,-4,109,-4,0,-4,-4,16,-4,53,1,10,-4,0,1,459,-1,5,-1,-4,2,0,-2,-2,-2,4,2,1
2710,6,-4,-4,-4,-5,-5,-5,-5,-4,50,1,4,-4,0,0,537,25000,2,50000,-4,1,1,5000,5000,0,4,3,1
2732,6,-4,95,13,0,-4,3,-5,-4,52,1,6,-4,0,1,477,900,4,100000,-4,1,0,0,0,10000,4,1,1
2737,6,-4,105,-4,0,-4,5,12,-4,51,3,-4,-4,0,1,384,-1,1,15000,-4,1,1,0,0,10000,4,0,1
2766,6,-4,-4,-4,0,-4,2,12,-4,49,1,5,-4,0,1,517,-4,6,-2,-4,2,1,0,0,10000,4,2,1
2775,2,-4,130,18,0,-4,6,18,-4,56,1,10,-4,0,0,563,-4,3,50000,-4,1,1,8000,2000,0,4,0,0
2802,6,-4,-4,-4,0,-4,-4,18,-4,49,1,10,-4,0,0,430,34000,2,100000,1,1,1,5000,2500,2500,4,1,0
2804,6,-4,96,-4,0,-4,-4,-5,-4,51,4,-4,-4,0,-4,375,14000,3,21000,0,1,1,3333,3333,3333,4,1,1
2830,6,-4,80,-4,1,3,-4,12,-4,53,4,-4,-4,1,-4,568,14560,7,20000,-4,2,0,0,0,10000,4,0,1
2840,6,18,82,-4,0,-4,-4,-5,-4,56,4,-4,-4,0,-4,603,3000,3,35000,-4,2,0,5000,0,5000,4,1,1
2857,5,15,-4,-4,0,-4,3,12,-4,56,5,-4,-4,0,-4,422,-4,3,20000,-4,1,0,2000,0,8000,4,0,1
2864,1,22,90,-4,1,6,1,18,-4,60,4,-4,-4,1,0,600,-4,3,24000,-4,2,0,0,0,10000,4,2,1
2888,1,16,-4,-4,1,-4,4,12,-4,56,4,-4,-4,1,-4,551,12000,4,15600,-4,2,0,0,0,10000,4,0,1
2900,6,17,-4,-4,0,-4,-4,12,-4,57,4,-4,-4,0,1,373,33400,3,35000,-4,1,1,3300,3300,3300,4,0,1
2911,6,19,133,-4,0,-4,20,15,-4,55,3,-4,-4,0,1,625,20000,2,24000,1,2,0,0,0,10000,4,0,0
2975,6,-4,999,-4,0,-4,-4,18,-4,52,1,4,-4,0,-4,373,43000,2,-2,-4,1,0,-2,-2,-2,4,0,1
2981,1,15,93,-4,0,-4,-4,12,-4,58,1,1,-4,0,-4,379,-4,3,10100,-4,2,0,-2,-2,-2,4,1,1
2996,2,-4,96,-4,-5,-5,-5,13,-4,53,1,6,-4,0,-4,530,-4,2,-2,-4,1,0,10000,0,0,4,2,1
3004,1,15,-4,-4,0,-4,-4,8,-4,53,4,-4,-4,0,-4,574,-4,4,7800,-4,2,0,3300,3300,3400,4,0,1
3018,1,16,91,-4,0,-4,1,12,-4,58,1,8,-4,0,0,502,-4,3,65000,-4,2,0,1000,1000,500,4,0,1
3024,1,19,999,-4,0,-4,-1,14,-4,58,1,2,-4,0,0,523,-2,3,13000,-4,2,0,-2,-2,-2,4,1,1
3025,6,-4,-4,-5,1,10,-4,12,-4,51,5,-4,-4,0,-4,373,27000,1,40000,-4,1,0,3300,3300,3400,4,0,1
3037,6,-4,-4,-4,0,-4,-4,18,-4,50,1,10,-4,0,1,602,-4,2,-2,-4,2,1,0,5000,5000,4,1,1
3040,2,17,999,-4,-5,-5,-5,-5,-4,54,5,-4,-4,0,-4,373,14000,4,14000,-4,2,0,0,0,0,4,0,1
3057,1,20,-4,-4,0,-4,10,15,-4,58,1,7,-4,-1,-4,-4,-4,-1,-1,-4,-1,1,-1,-1,-1,4,1,1
3064,1,14,-4,-4,-5,-5,-5,-5,-4,57,1,4,-4,1,1,506,-4,2,20000,-4,1,0,0,10000,0,4,0,1
3077,6,-4,-4,-4,1,10,-4,11,-4,50,1,1,-4,1,-4,566,-4,4,20000,-4,2,0,0,0,10000,4,1,1
3086,6,17,-4,-4,0,-4,-4,10,-4,52,6,-4,-4,0,-4,581,-4,5,9500,-4,2,0,0,0,10000,4,0,1
3094,6,-4,-4,-4,1,21,-4,14,-4,53,5,-4,-4,1,0,731,1040,7,25000,-4,3,1,5000,2500,2500,4,0,1
3145,6,-4,-4,-4,0,-4,-4,12,-4,51,1,4,-4,1,1,447,25000,2,-2,-4,1,0,0,5000,5000,4,0,0
3190,6,-4,-4,-5,0,-4,-4,13,-4,50,1,6,-4,0,1,630,26000,4,70000,-4,2,1,0,0,10000,4,1,0
3194,1,17,84,-4,0,-4,-4,-5,-4,60,3,-4,-4,0,-4,627,-4,3,-2,-4,1,0,0,0,10000,4,0,1
3198,1,16,999,-4,0,-4,-4,9,-4,55,1,4,-4,0,-4,526,11000,2,-2,-4,1,0,10000,0,0,4,0,1
3203,4,18,111,-4,1,10,-4,12,-4,53,1,3,-4,1,-4,492,-4,1,40000,-4,1,0,0,0,10000,4,0,1
3205,1,15,999,-4,0,-4,-4,9,-4,53,1,3,-4,0,1,510,27000,3,35000,-4,2,0,0,5000,5000,4,0,1
3215,1,20,999,-4,0,-4,-4,12,-4,59,3,-4,-4,1,-4,429,-4,4,-2,-4,2,0,-2,-2,-2,4,1,1
3227,2,18,84,-4,1,15,30,12,-4,54,4,-4,-4,1,-4,373,12000,3,-2,-4,2,0,0,0,10000,4,1,1
3234,1,17,-4,-4,-4,-4,-4,12,-4,56,1,4,-4,1,0,432,-4,1,40000,-4,1,0,10000,0,0,4,0,1
3240,6,15,-4,-4,0,-4,-4,11,-4,53,6,-4,-4,0,-4,551,14000,3,-2,-4,2,0,0,0,0,4,0,1
3252,1,18,82,-4,0,-4,-4,9,-4,55,1,1,-4,0,-4,705,-4,5,20000,-4,2,0,0,10000,0,4,1,1
3256,6,17,100,-4,0,-4,-4,12,-4,53,1,4,-4,0,-4,506,18000,2,25000,-4,1,1,0,5000,5000,4,1,1
3316,6,18,110,-4,0,-4,-4,12,-4,56,1,5,-4,0,0,379,38000,3,40000,-4,1,1,3000,4000,3000,4,0,1
3354,1,19,103,-4,1,-4,-4,12,-4,58,1,1,-4,0,0,445,-4,1,-2,-4,1,0,-2,-2,-2,4,0,0
3436,1,13,-4,-4,1,5,-4,3,-4,59,3,-4,-4,1,-4,648,-4,6,15000,-4,2,0,0,0,10000,4,0,1
3441,6,-4,999,-4,0,-4,-4,12,-4,54,4,-4,-4,0,1,381,26000,2,26000,-4,1,0,0,0,10000,4,0,0
3455,6,-4,93,-4,0,-4,-4,11,-4,52,6,-4,-4,0,0,376,20000,4,38000,-4,2,0,3330,3330,3330,4,0,1
3466,6,-4,-4,-4,1,10,-4,12,-4,53,1,5,-4,1,-4,538,-4,1,30000,-4,1,0,3330,3330,3330,4,1,1
3469,6,-4,-4,11,-5,-5,-5,11,-4,51,5,-4,-4,0,1,532,-4,3,-2,-4,2,0,0,5000,5000,4,0,0
3480,6,-4,105,-4,0,-4,8,18,-4,53,1,4,-4,0,1,460,19000,2,-2,-4,2,0,0,2000,8000,4,0,1
3498,1,16,-4,-4,1,5,-4,8,-4,60,1,2,-4,1,-4,427,313,1,-2,-4,1,0,0,0,10000,4,0,1
3501,6,-4,-4,-4,1,-4,30,9,-4,51,1,1,-4,1,0,381,-4,6,-2,-4,2,0,0,0,10000,4,0,1
3523,6,-4,106,-5,0,-4,-4,12,-4,51,1,4,-4,1,-4,629,-4,4,35000,-4,2,0,0,5000,5000,4,0,1
3542,6,-4,-4,-4,0,-4,5,13,-4,50,1,-4,-4,0,0,579,31000,3,50000,-4,3,1,3300,3300,3300,4,0,0
3546,6,-4,129,18,0,-4,30,18,-4,54,1,10,-4,0,1,494,12000,1,50000,-4,1,1,7000,1500,1500,4,0,1
3572,6,18,-4,-4,0,-4,-4,12,-4,60,1,4,-4,0,0,590,-4,1,-1,-4,1,0,0,0,0,4,2,1
3605,1,19,86,-4,0,-4,1,13,-4,56,1,6,-4,0,1,541,-2,3,-2,-4,2,1,5000,5000,0,4,0,1
3636,6,19,80,12,0,-4,-4,12,-4,58,3,-4,-4,0,-4,555,10000,4,50000,-4,2,1,0,5000,5000,4,1,0
3642,1,23,120,-4,0,-4,-4,17,-4,60,1,8,-4,0,-4,381,1200,1,18000,-4,1,0,0,10000,0,4,0,0
3699,6,22,109,-4,1,-4,8,18,-4,58,3,-4,-4,0,1,423,50000,1,40000,-4,1,0,0,0,10000,4,0,0
3711,1,17,133,-4,0,-4,13,12,-4,57,1,9,-4,0,1,424,60000,2,45000,-4,1,0,3300,3300,3300,4,0,0
3733,1,18,115,-4,0,-4,2,14,-4,56,1,9,-4,0,0,683,8000,3,100000,-4,3,1,3000,0,7000,4,2,0
3750,6,-4,-4,16,0,-4,20,16,-4,50,1,10,-4,0,1,373,84000,5,70000,-4,1,0,3300,3300,3300,4,0,0
3769,1,19,-4,-4,0,-4,-4,11,-4,59,1,3,-4,0,-4,542,-4,3,80000,-4,1,0,5000,0,5000,4,0,0
3800,1,18,104,-4,0,-4,-4,14,-4,59,1,8,-4,0,-4,373,-4,2,40000,-4,1,1,6000,3000,1000,4,0,1
3806,6,-4,-4,-4,0,-4,-4,12,-4,50,1,4,-4,0,0,443,15000,3,70000,-4,1,0,3300,3300,3400,4,1,0
3809,1,17,-4,-4,0,-4,-4,12,-4,56,1,6,-4,0,-4,420,6000,2,-2,-4,1,0,3330,3330,3330,4,0,0
3820,1,16,93,-4,1,17,-4,10,-4,53,4,-4,-4,1,1,379,22700,3,20000,-4,1,0,0,-2,-2,4,0,0
3821,6,-4,-4,-4,0,-4,2,14,-4,50,1,5,-4,1,1,373,32000,2,70000,-4,1,1,4000,6000,0,4,0,0
3829,6,-4,-4,-4,0,-4,2,13,-4,50,1,4,-4,1,0,522,-4,2,18000,-4,2,1,5000,0,5000,4,0,0
3849,1,17,91,-4,1,-4,-4,12,-4,55,1,4,-4,1,-4,550,32000,1,-2,-4,1,0,10000,0,0,4,0,0
3869,2,19,112,-5,0,-4,6,16,-4,57,1,8,-4,0,1,504,-2,4,-2,-4,2,1,5000,2500,2500,4,0,0
3871,2,18,93,-4,0,-4,-4,12,-4,58,1,7,-4,0,-4,543,-4,3,-2,-4,1,1,0,0,10000,4,1,0
3880,1,22,115,-4,0,-4,20,14,-4,59,4,-4,-4,0,1,445,40000,3,30000,-4,2,1,0,0,10000,4,0,0
3897,6,-4,125,-4,0,-4,1,16,-4,57,1,10,-4,0,0,534,32000,5,64000,-4,2,0,2500,2500,5000,4,0,0
3899,1,17,105,-4,0,-4,-4,12,-4,60,4,-4,-4,0,-4,656,-2,3,-2,-4,2,0,0,0,0,4,1,0
3914,6,16,-4,-4,0,-4,1,12,-4,52,1,4,-4,0,-4,503,-4,2,-2,-4,2,0,-2,-2,-2,4,1,0
3939,3,18,107,-4,-5,-5,-5,13,-4,59,4,-4,-4,0,-4,373,38000,2,35000,-4,1,0,2000,7000,3000,4,0,0
3972,6,-4,108,-4,0,-4,-4,14,-4,53,1,-4,-4,0,0,553,-4,5,6000,-4,2,0,0,5000,5000,4,0,0
3983,1,-4,-4,-4,0,-4,-4,12,-4,58,1,2,-4,0,1,661,-4,7,100000,-4,2,0,-1,-1,-1,4,0,0
4007,1,21,110,-4,0,-4,-4,16,-4,58,1,8,-4,0,1,465,30000,1,36000,-4,1,1,6000,2000,2000,4,0,1
4011,1,17,115,12,0,-4,3,13,-4,54,1,5,-4,0,1,595,63682,4,40000,-4,2,1,3500,3500,3000,4,0,0
4016,1,-4,125,-4,0,-4,-4,18,-4,60,1,10,-4,0,1,373,-4,1,100000,-4,1,0,8000,2000,0,4,2,0
4018,1,15,87,-4,0,-4,-4,10,-4,59,1,4,-4,0,-4,577,-4,3,12000,-4,1,0,4000,0,6000,4,0,0
4020,1,18,104,-4,0,-4,-4,12,-4,60,1,6,-4,0,-4,373,-4,4,69000,-4,2,0,2500,5000,2500,4,0,0
4038,2,17,-4,-4,-5,-5,-5,-5,-4,58,3,-4,-4,1,1,466,2000,2,75000,-4,1,0,10000,0,0,4,1,1
4057,6,-4,116,15,1,-4,2,15,-4,52,1,1,-4,1,1,580,-4,5,70000,-4,3,0,3300,3400,3300,4,0,0
4059,6,22,122,17,0,-4,25,18,-4,59,1,8,-4,0,1,373,65000,5,-2,-4,1,0,-2,-2,-2,4,0,0
4069,6,-4,80,-4,0,-4,4,11,-4,51,1,4,-4,0,1,576,-4,2,40000,-4,1,0,0,0,10000,4,0,0
4075,6,-4,107,-4,-4,-4,1,15,-4,55,1,8,-4,0,1,373,53000,2,50000,-4,1,0,10000,0,0,4,0,0
4081,1,10,-4,-4,0,-4,-4,4,-4,56,1,8,-4,0,-4,378,-4,3,-2,-4,1,0,0,0,10000,4,1,0
4086,1,19,113,-4,0,-4,6,15,-4,57,1,8,-4,0,0,373,-4,1,25000,-4,1,0,3300,3300,3300,4,1,0
4093,1,19,98,13,1,10,15,13,-4,59,4,-4,-4,1,0,461,28500,4,-2,-4,2,0,0,0,10000,4,1,1
4097,6,-4,105,-4,0,-4,-4,16,-4,52,1,6,-4,0,-4,549,10000,2,-2,-4,1,1,-2,-2,-2,4,2,0
4115,6,-4,109,-4,0,-4,30,12,-4,50,1,4,-4,0,1,416,-4,5,50000,-4,2,1,4000,4000,2000,4,0,0
4120,5,18,98,-4,0,-4,3,12,-4,60,3,-4,-4,0,1,523,-4,4,18000,-4,2,0,0,0,0,4,0,0
4126,1,18,110,-4,1,10,10,12,-4,55,1,6,-4,1,1,622,-2,5,-1,-4,3,0,-1,-1,-1,4,0,0
4128,1,18,123,-4,0,-4,-4,12,-4,56,1,4,-4,0,-4,558,-4,3,-1,-4,2,0,0,0,5000,4,0,0
4131,1,19,-4,-4,0,-4,-4,15,-4,57,1,7,-4,0,-4,620,-2,4,25000,-4,2,0,0,0,10000,4,1,0
4146,6,-4,-4,-4,0,-4,-4,12,-4,53,5,-4,-4,0,-4,541,20000,5,24000,-4,2,0,0,0,10000,4,0,0
4152,1,16,-4,-4,-5,-5,-5,12,-4,54,1,4,-4,0,-4,539,-4,2,100000,-4,1,1,0,0,0,4,0,0
4172,6,-4,127,-4,1,18,-4,12,-4,51,4,-4,-4,1,1,502,14000,3,30000,-4,1,1,0,5000,5000,4,1,0
4196,6,-4,-4,-4,0,-4,-4,18,-4,50,1,6,-4,0,-4,430,61000,3,35000,-4,2,0,4000,5000,1000,4,0,0
4227,1,-4,111,-4,0,-4,-4,17,-4,59,1,6,-4,0,-4,543,34000,4,50000,-4,2,0,5000,5000,0,4,2,0
4238,6,-4,109,-4,0,-4,-4,18,-4,55,1,8,-4,0,-4,373,43000,3,60000,-4,2,0,0,10000,0,4,0,0
4255,6,-4,106,-4,1,15,7,14,-4,51,1,6,-4,1,1,569,22000,5,50000,-4,2,0,5000,5000,0,4,3,0
4262,6,-4,109,-4,0,-4,-4,18,-4,51,1,10,-4,0,1,545,45000,2,100000,-4,2,1,5000,0,5000,4,2,1
4270,6,20,96,-4,0,-4,-4,16,-4,56,1,6,-4,0,-4,417,34000,2,18000,-4,1,0,5000,0,5000,4,0,1
4304,6,-4,-4,-4,0,-4,-4,13,-4,51,5,-4,-4,0,-4,536,-4,4,5000,-4,2,1,0,10000,0,4,2,1
4307,6,-4,999,-4,0,-4,-4,13,-4,50,1,-4,-4,0,-4,571,-4,4,20000,-4,3,0,10000,0,0,4,0,1
4330,1,21,999,-4,-5,-5,-5,-5,-4,57,5,-4,-4,0,-4,671,-4,5,30000,-4,3,0,0,0,0,4,0,1
4333,6,-4,102,-4,0,-4,30,14,-4,51,4,-4,-4,1,1,441,36000,4,36000,-4,2,0,0,0,10000,4,0,0
4336,5,17,-4,-4,0,-4,-4,9,-4,57,3,-4,-4,0,-4,733,-4,7,12000,-4,4,0,0,0,0,4,0,1
4343,6,19,-4,-4,1,-4,-4,-5,-4,56,6,-4,-4,0,-4,646,-4,3,-2,-4,2,0,-2,-2,-2,4,0,1
4382,1,16,97,-4,0,-4,-4,9,-4,57,4,-4,-4,0,-4,424,-4,3,15000,-4,2,1,0,0,10000,4,0,1
4442,6,17,-4,-4,0,-4,-4,7,-4,55,1,1,-4,0,-4,691,-4,3,10000,-4,2,0,3300,3300,3400,4,0,0
4452,1,17,-4,-4,0,-4,-4,13,-4,53,1,4,-4,0,1,381,19500,5,50000,1,2,0,3000,7000,0,4,1,1
4473,1,16,-4,-5,1,-4,-1,14,-4,58,4,-4,-4,1,0,523,24000,2,15000,-4,1,0,-2,-2,-2,4,0,1
4494,6,-4,-4,-4,0,-4,-4,12,-4,50,1,4,-4,0,-4,416,-4,4,25000,-4,2,0,0,0,10000,4,0,1
4518,1,-4,98,-5,0,-4,-4,14,-4,55,4,-4,-4,0,0,562,-4,4,-2,-4,3,0,0,0,10000,4,1,1
4519,1,17,-4,-4,1,-4,12,12,-4,55,1,4,-4,0,1,521,41000,2,40000,-4,2,0,3330,3330,3330,4,0,1
4548,6,-4,-4,-4,1,-4,-4,9,-4,51,1,4,-4,0,-4,391,-4,3,15000,-4,1,1,2500,2500,5000,4,1,1
4550,2,16,94,-4,1,-4,4,-5,-4,59,1,5,-4,0,1,467,-4,3,50000,-4,2,0,10000,0,0,4,0,1
4567,1,18,99,-4,0,-4,-4,12,-4,55,1,1,-4,0,-4,460,8000,3,15000,-4,2,0,0,2500,7500,4,0,1
4601,6,21,132,-4,0,-4,-4,18,-4,58,1,10,-4,0,1,379,-4,1,50000,-4,1,1,5000,5000,0,4,1,1
4604,1,-4,97,-4,0,-4,1,16,-4,53,1,4,-4,0,-4,373,32700,5,70000,-4,1,1,2500,2500,5000,4,1,1
4625,6,19,75,-4,0,-4,-4,12,-4,55,1,4,-4,0,-4,373,37000,3,-2,-4,1,1,3300,3300,3300,4,0,1
4635,1,19,70,-4,0,-4,4,10,-4,56,1,1,-4,0,-4,523,-4,3,9500,-4,2,0,0,10000,0,4,1,1
4645,6,15,-4,-4,0,-4,2,6,-4,56,5,-4,-4,0,-4,597,-4,5,-2,-4,2,0,-2,-2,-2,4,0,0
4659,6,-4,-4,-4,0,-4,1,16,-4,51,1,8,-4,0,0,492,39000,7,90000,-4,3,0,10000,0,0,4,1,0
4666,6,-4,79,-4,0,-4,-4,12,-4,52,3,-4,-4,0,-4,417,2500,3,20000,-4,1,1,-2,-2,-2,4,0,0
4683,1,17,98,-4,0,-4,-4,12,-4,57,1,6,-4,0,-4,418,-4,3,63000,-4,2,0,0,0,10000,4,0,1
